http://bt.ktxp.com/down/1417137584/03fd521a402793f54a30a612523b3514ba386300.torrent,1,"[KTXP][PSYCHO-PASS 2][08][BIG5][720p][MP4].mp4",1
http://bt.ktxp.com/down/1417125255/029880da8b0ab4d43e51d7bdeadefd9a22ef3136.torrent,1,[KTXP][Argevollen][21][BIG5][720P].mp4,1
http://bt.ktxp.com/down/1417088384/1c13e8f4806e81a25c9f2375e56415a94a892ede.torrent,1,"[Hakugetsu][Kiseijuu - Sei no Kakuritsu][08][BIG5][720P].mp4",1
http://bt.ktxp.com/down/1417155289/1738841c8ac4896e0f4f4ce1f2ec262a435b569d.torrent,1,"[Hakugetsu][Kiseijuu - Sei no Kakuritsu][09][BIG5][720P].mp4",1
http://bt.ktxp.com/down/1417132413/ed7dff41f2f00f72ba3deb8329a160d7786f8d88.torrent,1,"[KTXP][Amagi Brilliant Park][09][BIG5][720P].mp4",1
http://bt.ktxp.com/down/1417185463/f5fa24041a9d5acee3633d55c2c605cce9c14dc9.torrent,1,[KTXP][Shirobako][08][BIG5][720P].mp4,1
http://bt.ktxp.com/down/1417207099/a7cc3bca2de490f1976385ed183f9615d055ae10.torrent,1,"[KTXP][TERRA FORMARS ANNEX 1][10][BIG5][720p][MP4].mp4",1
http://bt.ktxp.com/down/1417260383/e91075a7e35cf24b5fc875678146d8f560bc2fd1.torrent,1,"[Dymy][Fairy Tail][210][BIG5][1280X720].mp4",1
http://bt.ktxp.com/down/1417278104/ca7c8be95da2bcd6c6687661f502d4dd89e0bf42.torrent,1,[KTXP][ushinawareta-mirai][09][GB][720P].mp4,1
http://bt.ktxp.com/down/1417282095/e31ca2f9fa619f26bf0a28a72c74191c918a7a66.torrent,1,"[DHR&Hakugetus][Sword Art Online II][20][BIG5][720P][AVC_AAC].mp4",1
http://bt.ktxp.com/down/1417282045/d2fda8833cffd31d4f5ed6092b40877bc155bdfc.torrent,1,"[DHR&Hakugetus][Sword Art Online II][19][BIG5][720P][AVC_AAC].mp4",1
